0.000000000000000000e+00 -1.265947848256069042e-01 -5.298775246994323618e-02 1.185394122459281809e-02 1.626268251543717491e-04 -6.018949866051293181e-03 4.432001965964415743e-03 -2.210189355537127507e-03 -6.670643125486493781e-04 -2.158366811169596007e-03
1.000000000000000056e-01 -2.768060452793715265e-01 -5.325265696526394754e-02 2.713635007592047482e-02 1.666692688344927759e-02 -4.368527678862573448e-03 -1.483906665616968601e-02 -1.287111798290702103e-02 -9.860666534788982765e-03 -1.118908250724259118e-02
2.000000000000000111e-01 -1.171579089162335663e-01 -1.222918322778814015e-02 4.367882127522089430e-02 -1.317310805252028608e-02 -2.700343709132487641e-02 -1.329885976457526389e-02 -1.562775498955976464e-02 -1.246066912660867554e-02 -1.454006586064897528e-02
3.000000000000000444e-01 5.550952260561945600e-02 9.374591990191399882e-02 -4.952848624413310266e-03 4.876700063423555775e-03 -4.025901127431633086e-03 -1.820721559029477368e-02 -2.025101841434449879e-02 -1.743830994565673601e-02 -1.946177662113857468e-02
4.000000000000000222e-01 -3.980553639247917663e-02 -2.126137529286097061e-02 1.399407057224518261e-02 -2.290584793135408762e-02 -9.591788759499947706e-03 -1.255987899873650671e-02 -2.201058675826170902e-02 -2.199970175419281582e-02 -2.170667889325247554e-02
5.000000000000000000e-01 -1.498987358679977899e-01 5.288735364768792913e-02 -1.947954106521767106e-02 2.313815533559875764e-02 -2.701885328938717634e-03 -2.098067033933635403e-02 -2.095630218410253487e-02 -1.984911536083242695e-02 -2.071340934260399586e-02
6.000000000000000888e-01 -1.022502492937771984e-03 8.867349174016161961e-02 -2.157451792181061534e-02 -1.552949428007611640e-02 -2.136894949614634789e-02 -1.907608398647912817e-02 -1.305672601542972461e-02 -1.624010230080371459e-02 -1.653804283909511910e-02
7.000000000000000666e-01 1.810310764691162033e-01 1.009117514981340558e-02 4.483309042256165139e-03 -1.017006635396612568e-02 -2.404094958215420574e-02 -1.149121678257357740e-02 -1.142298557661205853e-02 -1.133493757290214045e-02 -1.256483679569063601e-02
8.000000000000000444e-01 8.505702323919896168e-02 -6.390298513184292095e-02 -5.276543961743155459e-03 1.301858055965705516e-02 1.455685080144479213e-02 -5.989401821996070269e-05 5.581751800316217191e-04 -3.734441198252448982e-03 -5.706941037287804018e-03
9.000000000000000222e-01 1.965134165242911693e-02 2.123600128527203951e-02 5.794543942194275987e-02 6.957222662029582949e-05 -4.597402577597272527e-03 3.563719043958545919e-03 4.777663857292735634e-03 9.410439516807873883e-03 4.747467892629791270e-03
1.000000000000000000e+00 -1.454735716011577029e-01 3.461649094894544282e-03 2.862697589555784211e-02 4.843645711961721417e-02 2.326846600921246219e-02 9.794840548337228892e-03 1.518793967228309998e-02 1.466347866769369089e-02 1.359979848268887820e-02
1.100000000000000089e+00 1.010548702254950373e-02 3.656588050318945737e-02 6.819478846008707879e-03 2.153360241082157706e-02 1.439759896665769069e-02 2.859217679074092106e-02 2.428442822727081354e-02 2.730441819030726344e-02 2.814112684806451339e-02
1.200000000000000178e+00 -6.500223967079285514e-02 6.273594313928877730e-02 -5.237365635551882725e-02 4.483256264670151814e-02 3.629094672311670988e-02 4.273127500802254009e-02 3.678791302201593616e-02 3.878347436209971660e-02 4.134426418527881869e-02
1.300000000000000044e+00 1.921036334861027928e-01 8.179435618725786061e-02 1.090171164039029361e-01 5.175112089585717778e-02 4.824738060855400523e-02 4.646320863196017059e-02 5.252167707876289476e-02 5.716097232449481036e-02 5.531642854900240686e-02
1.400000000000000133e+00 2.495858294055644244e-01 5.406720210316988406e-02 1.463723603450187150e-01 9.222715475761462944e-02 7.150719391189315488e-02 7.781627798477071256e-02 6.971748265221985874e-02 7.142650600554284468e-02 6.959460478650464355e-02
1.500000000000000000e+00 -2.025499522849743828e-01 1.117799822870118864e-01 6.426423913078173344e-02 9.622537502307505763e-02 1.012317438330771896e-01 9.428522467257141604e-02 8.554125913922375202e-02 8.576830711695228315e-02 8.670768486376237427e-02
1.600000000000000089e+00 1.256405374078118642e-01 7.917166307693047911e-02 7.442832551862249568e-02 1.155975369844103318e-01 9.693534664254499500e-02 1.074037057922005711e-01 9.645784224949180419e-02 1.026811487069223955e-01 1.014581444312330216e-01
1.700000000000000178e+00 2.389879957197610649e-01 9.888920123611100177e-02 8.350806333835900097e-02 8.535495786256264150e-02 1.162917487394864863e-01 1.258894463908932781e-01 1.156816336479229018e-01 1.163927390654783955e-01 1.169467477690876167e-01
